Report Date,Health District,Sex,Number of Cases,Number of Hospitalizations,Number of Deaths
05/01/2020,Loudoun,Female,437,35,7
05/01/2020,Loudoun,Male,393,58,8
05/01/2020,Loudoun,Not Reported,2,0,0
05/01/2020,Mount Rogers,Female,41,6,0
05/01/2020,Mount Rogers,Male,44,10,4
05/01/2020,Mount Rogers,Not Reported,1,0,0
05/01/2020,New River,Female,39,3,0
05/01/2020,New River,Male,35,7,1
05/01/2020,New River,Not Reported,1,0,0
05/01/2020,Norfolk,Female,105,22,0
05/01/2020,Norfolk,Male,99,20,3
05/01/2020,Norfolk,Not Reported,0,0,0
05/01/2020,Peninsula,Female,183,44,15
05/01/2020,Peninsula,Male,169,54,8
05/01/2020,Peninsula,Not Reported,0,0,0
05/01/2020,Piedmont,Female,86,6,1
05/01/2020,Piedmont,Male,113,15,2
05/01/2020,Piedmont,Not Reported,0,0,0
05/01/2020,Pittsylvania-Danville,Female,28,10,1
05/01/2020,Pittsylvania-Danville,Male,20,9,1
05/01/2020,Pittsylvania-Danville,Not Reported,0,0,0
05/01/2020,Portsmouth,Female,74,16,3
05/01/2020,Portsmouth,Male,95,17,4
05/01/2020,Portsmouth,Not Reported,1,0,0
05/01/2020,Prince William,Female,1034,104,15
05/01/2020,Prince William,Male,1022,108,16
05/01/2020,Prince William,Not Reported,15,0,0
05/01/2020,Rappahannock,Female,257,37,2
05/01/2020,Rappahannock,Male,247,54,9
05/01/2020,Rappahannock,Not Reported,2,0,0
05/01/2020,Rappahannock Rapidan,Female,168,11,1
05/01/2020,Rappahannock Rapidan,Male,169,15,4
05/01/2020,Rappahannock Rapidan,Not Reported,8,0,0
05/01/2020,Richmond,Female,182,27,2
05/01/2020,Richmond,Male,178,38,11
05/01/2020,Richmond,Not Reported,4,1,2
05/01/2020,Roanoke,Female,49,2,0
05/01/2020,Roanoke,Male,29,3,0
05/01/2020,Roanoke,Not Reported,2,0,0
05/01/2020,Southside,Female,91,9,5
05/01/2020,Southside,Male,44,15,5
05/01/2020,Southside,Not Reported,0,0,0
05/01/2020,Thomas Jefferson,Female,169,33,5
05/01/2020,Thomas Jefferson,Male,128,27,8
05/01/2020,Thomas Jefferson,Not Reported,1,0,0
05/01/2020,Three Rivers,Female,63,12,1
05/01/2020,Three Rivers,Male,164,10,1
05/01/2020,Three Rivers,Not Reported,0,0,0
05/01/2020,Virginia Beach,Female,217,35,5
05/01/2020,Virginia Beach,Male,179,46,9
05/01/2020,Virginia Beach,Not Reported,0,0,0
05/01/2020,West Piedmont,Female,23,2,0
05/01/2020,West Piedmont,Male,18,4,1
05/01/2020,West Piedmont,Not Reported,0,0,0
05/01/2020,Western Tidewater,Female,194,17,10
05/01/2020,Western Tidewater,Male,226,30,7
05/01/2020,Western Tidewater,Not Reported,2,0,0
05/02/2020,Alexandria,Female,435,49,12
05/02/2020,Alexandria,Male,411,59,14
05/02/2020,Alexandria,Not Reported,2,0,0
05/02/2020,Alleghany,Female,72,6,2
05/02/2020,Alleghany,Male,45,10,1
05/02/2020,Alleghany,Not Reported,0,0,0
05/02/2020,Arlington,Female,520,85,18
05/02/2020,Arlington,Male,515,106,28
05/02/2020,Arlington,Not Reported,9,0,0
05/02/2020,Central Shenandoah,Female,440,22,7
05/02/2020,Central Shenandoah,Male,373,24,10
05/02/2020,Central Shenandoah,Not Reported,8,0,0
05/02/2020,Central Virginia,Female,64,3,0
05/02/2020,Central Virginia,Male,78,5,1
05/02/2020,Central Virginia,Not Reported,0,0,0
05/02/2020,Chesapeake,Female,152,34,3
05/02/2020,Chesapeake,Male,111,27,4
05/02/2020,Chesapeake,Not Reported,0,0,0
05/02/2020,Chesterfield,Female,366,21,13
05/02/2020,Chesterfield,Male,290,32,16
05/02/2020,Chesterfield,Not Reported,8,0,0
05/02/2020,Chickahominy,Female,160,27,8
05/02/2020,Chickahominy,Male,82,23,9
05/02/2020,Chickahominy,Not Reported,5,1,0
05/02/2020,Crater,Female,119,34,9
05/02/2020,Crater,Male,91,20,3
05/02/2020,Crater,Not Reported,2,2,0
05/02/2020,Cumberland Plateau,Female,14,1,0
05/02/2020,Cumberland Plateau,Male,13,1,0
05/02/2020,Cumberland Plateau,Not Reported,0,0,0
05/02/2020,Eastern Shore,Female,226,12,4
05/02/2020,Eastern Shore,Male,216,10,1
05/02/2020,Eastern Shore,Not Reported,5,0,0
05/02/2020,Fairfax,Female,1990,299,81
05/02/2020,Fairfax,Male,2074,389,75
05/02/2020,Fairfax,Not Reported,37,5,1
05/02/2020,Hampton,Female,68,11,0
05/02/2020,Hampton,Male,53,17,1
05/02/2020,Hampton,Not Reported,1,0,0
05/02/2020,Henrico,Female,552,63,54
05/02/2020,Henrico,Male,371,72,49
05/02/2020,Henrico,Not Reported,3,0,1
05/02/2020,Lenowisco,Female,19,6,1
05/02/2020,Lenowisco,Male,22,8,1
05/02/2020,Lenowisco,Not Reported,0,0,0
05/02/2020,Lord Fairfax,Female,268,21,2
05/02/2020,Lord Fairfax,Male,204,21,3
05/02/2020,Lord Fairfax,Not Reported,1,0,0
05/02/2020,Loudoun,Female,454,36,8
05/02/2020,Loudoun,Male,426,59,8
05/02/2020,Loudoun,Not Reported,1,0,0
05/02/2020,Mount Rogers,Female,43,6,0
05/02/2020,Mount Rogers,Male,45,10,4
05/02/2020,Mount Rogers,Not Reported,1,0,0
05/02/2020,New River,Female,39,3,0
05/02/2020,New River,Male,35,7,1
05/02/2020,New River,Not Reported,1,0,0
05/02/2020,Norfolk,Female,108,22,0
05/02/2020,Norfolk,Male,103,20,3
05/02/2020,Norfolk,Not Reported,0,0,0
05/02/2020,Peninsula,Female,185,44,16
05/02/2020,Peninsula,Male,171,55,9
05/02/2020,Peninsula,Not Reported,1,0,0
05/02/2020,Piedmont,Female,86,8,1
05/02/2020,Piedmont,Male,160,15,2
05/02/2020,Piedmont,Not Reported,0,0,0
05/02/2020,Pittsylvania-Danville,Female,30,11,1
05/02/2020,Pittsylvania-Danville,Male,21,9,1
05/02/2020,Pittsylvania-Danville,Not Reported,0,0,0
05/02/2020,Portsmouth,Female,77,17,4
05/02/2020,Portsmouth,Male,95,17,4
05/02/2020,Portsmouth,Not Reported,1,0,0
05/02/2020,Prince William,Female,1102,106,16
05/02/2020,Prince William,Male,1095,113,16
05/02/2020,Prince William,Not Reported,37,0,0
05/02/2020,Rappahannock,Female,273,37,2
05/02/2020,Rappahannock,Male,260,58,9
05/02/2020,Rappahannock,Not Reported,2,0,0
05/02/2020,Rappahannock Rapidan,Female,179,12,1
05/02/2020,Rappahannock Rapidan,Male,178,16,4
05/02/2020,Rappahannock Rapidan,Not Reported,6,0,0
05/02/2020,Richmond,Female,194,27,3
05/02/2020,Richmond,Male,185,38,11
05/02/2020,Richmond,Not Reported,3,1,2
05/02/2020,Roanoke,Female,49,2,0
05/02/2020,Roanoke,Male,29,3,0
05/02/2020,Roanoke,Not Reported,2,0,0
05/02/2020,Southside,Female,93,10,5
05/02/2020,Southside,Male,45,15,5
05/02/2020,Southside,Not Reported,0,0,0
05/02/2020,Thomas Jefferson,Female,172,33,5
05/02/2020,Thomas Jefferson,Male,130,27,8
05/02/2020,Thomas Jefferson,Not Reported,1,0,0
05/02/2020,Three Rivers,Female,65,12,1
05/02/2020,Three Rivers,Male,169,10,1
05/02/2020,Three Rivers,Not Reported,1,0,0
05/02/2020,Virginia Beach,Female,227,35,5
05/02/2020,Virginia Beach,Male,184,46,10
05/02/2020,Virginia Beach,Not Reported,2,0,0
05/02/2020,West Piedmont,Female,25,2,0
05/02/2020,West Piedmont,Male,20,4,1
05/02/2020,West Piedmont,Not Reported,0,0,0
05/02/2020,Western Tidewater,Female,196,17,10
05/02/2020,Western Tidewater,Male,228,30,7
05/02/2020,Western Tidewater,Not Reported,1,0,0
05/03/2020,Alexandria,Female,465,49,12
05/03/2020,Alexandria,Male,432,60,14
05/03/2020,Alexandria,Not Reported,2,0,0
05/03/2020,Alleghany,Female,73,6,2
05/03/2020,Alleghany,Male,47,10,1
05/03/2020,Alleghany,Not Reported,0,0,0
05/03/2020,Arlington,Female,551,86,18
05/03/2020,Arlington,Male,546,108,28
05/03/2020,Arlington,Not Reported,9,0,0
05/03/2020,Central Shenandoah,Female,445,22,8
05/03/2020,Central Shenandoah,Male,384,24,10
05/03/2020,Central Shenandoah,Not Reported,8,0,0
05/03/2020,Central Virginia,Female,67,3,0
05/03/2020,Central Virginia,Male,79,5,1
05/03/2020,Central Virginia,Not Reported,0,0,0
05/03/2020,Chesapeake,Female,162,36,4
05/03/2020,Chesapeake,Male,117,27,5
05/03/2020,Chesapeake,Not Reported,0,0,0
05/03/2020,Chesterfield,Female,370,21,14
05/03/2020,Chesterfield,Male,295,32,16
05/03/2020,Chesterfield,Not Reported,8,0,0
05/03/2020,Chickahominy,Female,169,28,10
05/03/2020,Chickahominy,Male,84,24,9
05/03/2020,Chickahominy,Not Reported,5,1,0
05/03/2020,Crater,Female,119,35,10
05/03/2020,Crater,Male,92,20,3
05/03/2020,Crater,Not Reported,2,2,0
05/03/2020,Cumberland Plateau,Female,14,1,0
05/03/2020,Cumberland Plateau,Male,13,1,0
05/03/2020,Cumberland Plateau,Not Reported,0,0,0
05/03/2020,Eastern Shore,Female,280,14,5
05/03/2020,Eastern Shore,Male,250,11,2
05/03/2020,Eastern Shore,Not Reported,4,0,0
05/03/2020,Fairfax,Female,2131,326,94
05/03/2020,Fairfax,Male,2234,419,94
05/03/2020,Fairfax,Not Reported,42,5,1
05/03/2020,Hampton,Female,69,11,0
05/03/2020,Hampton,Male,53,17,1
05/03/2020,Hampton,Not Reported,1,0,0
05/03/2020,Henrico,Female,567,63,54
05/03/2020,Henrico,Male,383,73,50
05/03/2020,Henrico,Not Reported,4,0,1
05/03/2020,Lenowisco,Female,19,6,1
05/03/2020,Lenowisco,Male,22,8,1
05/03/2020,Lenowisco,Not Reported,0,0,0
05/03/2020,Lord Fairfax,Female,284,21,2
05/03/2020,Lord Fairfax,Male,210,21,3
05/03/2020,Lord Fairfax,Not Reported,1,0,0
05/03/2020,Loudoun,Female,486,36,8
05/03/2020,Loudoun,Male,443,59,8
05/03/2020,Loudoun,Not Reported,2,0,0
05/03/2020,Mount Rogers,Female,45,6,0
05/03/2020,Mount Rogers,Male,49,10,4
05/03/2020,Mount Rogers,Not Reported,1,0,0
05/03/2020,New River,Female,39,3,0
05/03/2020,New River,Male,35,7,1
05/03/2020,New River,Not Reported,1,0,0
05/03/2020,Norfolk,Female,111,24,0
05/03/2020,Norfolk,Male,110,21,4
05/03/2020,Norfolk,Not Reported,0,0,0
05/03/2020,Peninsula,Female,190,44,16
05/03/2020,Peninsula,Male,172,55,9
05/03/2020,Peninsula,Not Reported,1,0,0
05/03/2020,Piedmont,Female,86,8,1
05/03/2020,Piedmont,Male,160,15,2
05/03/2020,Piedmont,Not Reported,0,0,0
05/03/2020,Pittsylvania-Danville,Female,30,11,1
05/03/2020,Pittsylvania-Danville,Male,21,9,1
05/03/2020,Pittsylvania-Danville,Not Reported,0,0,0
05/03/2020,Portsmouth,Female,82,18,4
05/03/2020,Portsmouth,Male,100,17,4
05/03/2020,Portsmouth,Not Reported,1,0,0
05/03/2020,Prince William,Female,1164,116,17
05/03/2020,Prince William,Male,1172,125,15
05/03/2020,Prince William,Not Reported,38,0,0
05/03/2020,Rappahannock,Female,284,37,2
05/03/2020,Rappahannock,Male,276,59,9
05/03/2020,Rappahannock,Not Reported,2,0,0
05/03/2020,Rappahannock Rapidan,Female,185,12,1
05/03/2020,Rappahannock Rapidan,Male,189,18,4
05/03/2020,Rappahannock Rapidan,Not Reported,8,0,0
05/03/2020,Richmond,Female,204,29,3
05/03/2020,Richmond,Male,196,42,11
05/03/2020,Richmond,Not Reported,3,1,2
05/03/2020,Roanoke,Female,49,2,0
05/03/2020,Roanoke,Male,30,3,0
05/03/2020,Roanoke,Not Reported,2,0,0
05/03/2020,Southside,Female,95,10,5
05/03/2020,Southside,Male,45,15,5
05/03/2020,Southside,Not Reported,0,0,0
05/03/2020,Thomas Jefferson,Female,177,33,5
05/03/2020,Thomas Jefferson,Male,133,27,8
05/03/2020,Thomas Jefferson,Not Reported,1,0,0
05/03/2020,Three Rivers,Female,69,12,1
05/03/2020,Three Rivers,Male,173,10,1
05/03/2020,Three Rivers,Not Reported,1,0,0
05/03/2020,Virginia Beach,Female,228,35,5
05/03/2020,Virginia Beach,Male,184,46,10
05/03/2020,Virginia Beach,Not Reported,1,0,0
05/03/2020,West Piedmont,Female,25,2,0
05/03/2020,West Piedmont,Male,21,4,1
05/03/2020,West Piedmont,Not Reported,0,0,0
05/03/2020,Western Tidewater,Female,204,17,10
05/03/2020,Western Tidewater,Male,234,33,8
05/03/2020,Western Tidewater,Not Reported,1,0,0
05/04/2020,Alexandria,Female,483,49,12
05/04/2020,Alexandria,Male,455,61,14
05/04/2020,Alexandria,Not Reported,2,0,0
05/04/2020,Alleghany,Female,74,6,2
05/04/2020,Alleghany,Male,47,10,1
05/04/2020,Alleghany,Not Reported,0,0,0
05/04/2020,Arlington,Female,568,86,19
05/04/2020,Arlington,Male,562,108,28
05/04/2020,Arlington,Not Reported,9,0,0
05/04/2020,Central Shenandoah,Female,462,22,8
05/04/2020,Central Shenandoah,Male,392,24,10
05/04/2020,Central Shenandoah,Not Reported,7,0,0
05/04/2020,Central Virginia,Female,67,3,0
05/04/2020,Central Virginia,Male,80,5,1
05/04/2020,Central Virginia,Not Reported,0,0,0
05/04/2020,Chesapeake,Female,166,36,4
05/04/2020,Chesapeake,Male,118,27,5
05/04/2020,Chesapeake,Not Reported,0,0,0
05/04/2020,Chesterfield,Female,370,21,14
05/04/2020,Chesterfield,Male,295,32,16
05/04/2020,Chesterfield,Not Reported,8,0,0
05/04/2020,Chickahominy,Female,173,28,10
05/04/2020,Chickahominy,Male,86,24,9
05/04/2020,Chickahominy,Not Reported,5,1,0
05/04/2020,Crater,Female,144,35,10
05/04/2020,Crater,Male,110,22,4
05/04/2020,Crater,Not Reported,2,2,0
05/04/2020,Cumberland Plateau,Female,14,1,0
05/04/2020,Cumberland Plateau,Male,13,1,0
05/04/2020,Cumberland Plateau,Not Reported,0,0,0
05/04/2020,Eastern Shore,Female,296,14,5
05/04/2020,Eastern Shore,Male,264,12,2
05/04/2020,Eastern Shore,Not Reported,4,0,0
05/04/2020,Fairfax,Female,2266,340,103
05/04/2020,Fairfax,Male,2372,439,100
05/04/2020,Fairfax,Not Reported,46,5,1
05/04/2020,Hampton,Female,72,11,0
05/04/2020,Hampton,Male,55,17,1
05/04/2020,Hampton,Not Reported,1,0,0
05/04/2020,Henrico,Female,572,64,54
05/04/2020,Henrico,Male,389,73,50
05/04/2020,Henrico,Not Reported,3,0,1
05/04/2020,Lenowisco,Female,19,6,1
05/04/2020,Lenowisco,Male,22,8,1
05/04/2020,Lenowisco,Not Reported,0,0,0
05/04/2020,Lord Fairfax,Female,292,21,2
05/04/2020,Lord Fairfax,Male,217,21,3
05/04/2020,Lord Fairfax,Not Reported,2,0,0
05/04/2020,Loudoun,Female,506,36,9
05/04/2020,Loudoun,Male,453,60,9
05/04/2020,Loudoun,Not Reported,2,0,0
05/04/2020,Mount Rogers,Female,55,6,0
05/04/2020,Mount Rogers,Male,58,10,4
05/04/2020,Mount Rogers,Not Reported,1,0,0
05/04/2020,New River,Female,42,3,0
05/04/2020,New River,Male,35,7,1
05/04/2020,New River,Not Reported,1,0,0
05/04/2020,Norfolk,Female,111,24,0
05/04/2020,Norfolk,Male,128,21,4
05/04/2020,Norfolk,Not Reported,0,0,0
05/04/2020,Peninsula,Female,196,46,16
05/04/2020,Peninsula,Male,178,56,9
05/04/2020,Peninsula,Not Reported,1,0,0
05/04/2020,Piedmont,Female,87,8,1
05/04/2020,Piedmont,Male,161,15,2
05/04/2020,Piedmont,Not Reported,0,0,0
05/04/2020,Pittsylvania-Danville,Female,31,11,1
05/04/2020,Pittsylvania-Danville,Male,21,9,1
05/04/2020,Pittsylvania-Danville,Not Reported,0,0,0
05/04/2020,Portsmouth,Female,82,18,4
05/04/2020,Portsmouth,Male,100,17,4
05/04/2020,Portsmouth,Not Reported,1,0,0
05/04/2020,Prince William,Female,1223,129,18
05/04/2020,Prince William,Male,1246,137,17
05/04/2020,Prince William,Not Reported,38,0,0
05/04/2020,Rappahannock,Female,303,37,2
05/04/2020,Rappahannock,Male,290,59,9
05/04/2020,Rappahannock,Not Reported,2,0,0
05/04/2020,Rappahannock Rapidan,Female,189,12,1
05/04/2020,Rappahannock Rapidan,Male,200,20,6
05/04/2020,Rappahannock Rapidan,Not Reported,8,0,0
05/04/2020,Richmond,Female,211,29,3
05/04/2020,Richmond,Male,205,42,11
05/04/2020,Richmond,Not Reported,3,1,2
05/04/2020,Roanoke,Female,49,2,0
05/04/2020,Roanoke,Male,30,3,0
05/04/2020,Roanoke,Not Reported,2,0,0
05/04/2020,Southside,Female,95,10,5
05/04/2020,Southside,Male,45,15,5
05/04/2020,Southside,Not Reported,0,0,0
05/04/2020,Thomas Jefferson,Female,184,33,5
05/04/2020,Thomas Jefferson,Male,134,27,8
05/04/2020,Thomas Jefferson,Not Reported,1,0,0
05/04/2020,Three Rivers,Female,78,13,1
05/04/2020,Three Rivers,Male,177,10,1
05/04/2020,Three Rivers,Not Reported,1,0,0
05/04/2020,Virginia Beach,Female,243,37,5
05/04/2020,Virginia Beach,Male,194,46,10
05/04/2020,Virginia Beach,Not Reported,2,0,0
05/04/2020,West Piedmont,Female,25,2,0
05/04/2020,West Piedmont,Male,21,4,1
05/04/2020,West Piedmont,Not Reported,0,0,0
05/04/2020,Western Tidewater,Female,204,17,10
05/04/2020,Western Tidewater,Male,234,33,8
05/04/2020,Western Tidewater,Not Reported,1,0,0
05/05/2020,Alexandria,Female,507,54,12
05/05/2020,Alexandria,Male,474,66,14
05/05/2020,Alexandria,Not Reported,2,0,0
05/05/2020,Alleghany,Female,75,6,2
05/05/2020,Alleghany,Male,52,10,1
05/05/2020,Alleghany,Not Reported,0,0,0
05/05/2020,Arlington,Female,580,88,21
05/05/2020,Arlington,Male,580,108,28
05/05/2020,Arlington,Not Reported,9,0,0
05/05/2020,Central Shenandoah,Female,482,25,10
05/05/2020,Central Shenandoah,Male,415,25,11
05/05/2020,Central Shenandoah,Not Reported,7,0,0
05/05/2020,Central Virginia,Female,68,3,0
05/05/2020,Central Virginia,Male,82,5,1
05/05/2020,Central Virginia,Not Reported,0,0,0
05/05/2020,Chesapeake,Female,169,36,4
05/05/2020,Chesapeake,Male,124,29,5
05/05/2020,Chesapeake,Not Reported,0,0,0
05/05/2020,Chesterfield,Female,396,23,14
05/05/2020,Chesterfield,Male,314,35,17
05/05/2020,Chesterfield,Not Reported,9,0,0
05/05/2020,Chickahominy,Female,176,31,10
05/05/2020,Chickahominy,Male,87,26,10
05/05/2020,Chickahominy,Not Reported,5,1,0
05/05/2020,Crater,Female,146,35,10
05/05/2020,Crater,Male,111,22,4
05/05/2020,Crater,Not Reported,2,2,0
05/05/2020,Cumberland Plateau,Female,14,1,0
05/05/2020,Cumberland Plateau,Male,13,1,0
05/05/2020,Cumberland Plateau,Not Reported,0,0,0
05/05/2020,Eastern Shore,Female,298,14,5
05/05/2020,Eastern Shore,Male,267,12,3
05/05/2020,Eastern Shore,Not Reported,4,0,0
05/05/2020,Fairfax,Female,2380,345,106
05/05/2020,Fairfax,Male,2476,450,100
05/05/2020,Fairfax,Not Reported,47,5,1
05/05/2020,Hampton,Female,72,11,1
05/05/2020,Hampton,Male,55,17,2
05/05/2020,Hampton,Not Reported,1,0,0
05/05/2020,Henrico,Female,583,65,54
05/05/2020,Henrico,Male,399,74,51
05/05/2020,Henrico,Not Reported,3,0,1
05/05/2020,Lenowisco,Female,19,6,1
05/05/2020,Lenowisco,Male,22,8,1
05/05/2020,Lenowisco,Not Reported,0,0,0
05/05/2020,Lord Fairfax,Female,310,23,5
05/05/2020,Lord Fairfax,Male,234,21,4
05/05/2020,Lord Fairfax,Not Reported,2,0,0
05/05/2020,Loudoun,Female,520,39,11
05/05/2020,Loudoun,Male,476,61,13
05/05/2020,Loudoun,Not Reported,2,0,0
05/05/2020,Mount Rogers,Female,55,6,0
05/05/2020,Mount Rogers,Male,60,10,4
05/05/2020,Mount Rogers,Not Reported,1,0,0
05/05/2020,New River,Female,43,4,0
05/05/2020,New River,Male,36,8,1
05/05/2020,New River,Not Reported,1,0,0
05/05/2020,Norfolk,Female,118,24,0
05/05/2020,Norfolk,Male,133,22,4
05/05/2020,Norfolk,Not Reported,0,0,0
05/05/2020,Peninsula,Female,200,46,17
05/05/2020,Peninsula,Male,180,56,9
05/05/2020,Peninsula,Not Reported,1,0,0
05/05/2020,Piedmont,Female,89,8,1
05/05/2020,Piedmont,Male,199,16,2
05/05/2020,Piedmont,Not Reported,0,0,0
05/05/2020,Pittsylvania-Danville,Female,32,11,1
05/05/2020,Pittsylvania-Danville,Male,21,9,1
05/05/2020,Pittsylvania-Danville,Not Reported,0,0,0
05/05/2020,Portsmouth,Female,83,19,4
05/05/2020,Portsmouth,Male,103,17,4
05/05/2020,Portsmouth,Not Reported,1,0,0
05/05/2020,Prince William,Female,1271,130,18
05/05/2020,Prince William,Male,1299,139,18
05/05/2020,Prince William,Not Reported,38,0,0
05/05/2020,Rappahannock,Female,324,39,2
05/05/2020,Rappahannock,Male,303,60,9
05/05/2020,Rappahannock,Not Reported,2,0,0
05/05/2020,Rappahannock Rapidan,Female,197,13,1
05/05/2020,Rappahannock Rapidan,Male,207,21,6
05/05/2020,Rappahannock Rapidan,Not Reported,8,0,0
05/05/2020,Richmond,Female,222,30,3
05/05/2020,Richmond,Male,213,45,11
05/05/2020,Richmond,Not Reported,3,1,2
05/05/2020,Roanoke,Female,50,2,0
05/05/2020,Roanoke,Male,30,3,0
05/05/2020,Roanoke,Not Reported,2,0,0
05/05/2020,Southside,Female,94,10,5
05/05/2020,Southside,Male,45,15,5
05/05/2020,Southside,Not Reported,0,0,0
05/05/2020,Thomas Jefferson,Female,185,33,5
05/05/2020,Thomas Jefferson,Male,136,28,8
05/05/2020,Thomas Jefferson,Not Reported,1,0,0
05/05/2020,Three Rivers,Female,78,13,2
05/05/2020,Three Rivers,Male,175,11,1
05/05/2020,Three Rivers,Not Reported,1,0,0
05/05/2020,Virginia Beach,Female,248,37,5
05/05/2020,Virginia Beach,Male,195,46,10
05/05/2020,Virginia Beach,Not Reported,2,0,0
05/05/2020,West Piedmont,Female,25,2,0
05/05/2020,West Piedmont,Male,21,4,1
05/05/2020,West Piedmont,Not Reported,0,0,0
05/05/2020,Western Tidewater,Female,213,17,10
05/05/2020,Western Tidewater,Male,242,35,10
05/05/2020,Western Tidewater,Not Reported,1,0,0
05/07/2020,Alexandria,Female,552,57,15
05/07/2020,Alexandria,Male,506,70,14
05/07/2020,Alexandria,Not Reported,2,0,0
05/07/2020,Alleghany,Female,76,6,2
05/07/2020,Alleghany,Male,53,10,1
05/07/2020,Alleghany,Not Reported,0,0,0
05/07/2020,Arlington,Female,618,98,22
05/07/2020,Arlington,Male,621,124,30
05/07/2020,Arlington,Not Reported,9,0,0
05/07/2020,Central Shenandoah,Female,522,26,10
05/07/2020,Central Shenandoah,Male,445,30,12
05/07/2020,Central Shenandoah,Not Reported,7,0,0
05/07/2020,Central Virginia,Female,69,5,0
05/07/2020,Central Virginia,Male,85,6,2
05/07/2020,Central Virginia,Not Reported,0,0,0
05/07/2020,Chesapeake,Female,179,37,4
05/07/2020,Chesapeake,Male,132,31,5
05/07/2020,Chesapeake,Not Reported,0,0,0
05/07/2020,Chesterfield,Female,431,24,15
05/07/2020,Chesterfield,Male,348,37,17
05/07/2020,Chesterfield,Not Reported,9,0,0
05/07/2020,Chickahominy,Female,181,34,11
05/07/2020,Chickahominy,Male,92,27,11
05/07/2020,Chickahominy,Not Reported,5,1,0
05/07/2020,Crater,Female,153,38,10
05/07/2020,Crater,Male,113,23,4
05/07/2020,Crater,Not Reported,2,2,0
05/07/2020,Cumberland Plateau,Female,15,1,0
05/07/2020,Cumberland Plateau,Male,13,1,0
05/07/2020,Cumberland Plateau,Not Reported,0,0,0
05/07/2020,Eastern Shore,Female,323,15,6
05/07/2020,Eastern Shore,Male,285,14,4
05/07/2020,Eastern Shore,Not Reported,4,0,0
05/07/2020,Fairfax,Female,2500,361,110
05/07/2020,Fairfax,Male,2568,480,107
05/07/2020,Fairfax,Not Reported,48,5,1
05/07/2020,Hampton,Female,73,11,1
05/07/2020,Hampton,Male,57,17,2
05/07/2020,Hampton,Not Reported,1,0,0
05/07/2020,Henrico,Female,608,69,54
05/07/2020,Henrico,Male,414,77,54
05/07/2020,Henrico,Not Reported,3,0,1
05/07/2020,Lenowisco,Female,19,6,1
05/07/2020,Lenowisco,Male,22,8,1
05/07/2020,Lenowisco,Not Reported,0,0,0
05/07/2020,Lord Fairfax,Female,362,29,9
05/07/2020,Lord Fairfax,Male,268,25,6
05/07/2020,Lord Fairfax,Not Reported,4,0,0
05/07/2020,Loudoun,Female,540,41,13
05/07/2020,Loudoun,Male,501,64,13
05/07/2020,Loudoun,Not Reported,2,0,0
05/07/2020,Mount Rogers,Female,62,6,0
05/07/2020,Mount Rogers,Male,67,10,4
05/07/2020,Mount Rogers,Not Reported,1,0,0
05/07/2020,New River,Female,43,4,0
05/07/2020,New River,Male,36,8,1
05/07/2020,New River,Not Reported,1,0,0
05/07/2020,Norfolk,Female,130,25,1
05/07/2020,Norfolk,Male,140,23,4
05/07/2020,Norfolk,Not Reported,0,0,0
05/07/2020,Peninsula,Female,205,48,18
05/07/2020,Peninsula,Male,185,57,10
05/07/2020,Peninsula,Not Reported,1,0,0
05/07/2020,Piedmont,Female,92,9,1
05/07/2020,Piedmont,Male,254,17,2
05/07/2020,Piedmont,Not Reported,0,0,0
05/07/2020,Pittsylvania-Danville,Female,33,11,1
05/07/2020,Pittsylvania-Danville,Male,22,9,1
05/07/2020,Pittsylvania-Danville,Not Reported,0,0,0
05/07/2020,Portsmouth,Female,88,20,4
05/07/2020,Portsmouth,Male,104,17,4
05/07/2020,Portsmouth,Not Reported,1,0,0
05/07/2020,Prince William,Female,1387,146,22
05/07/2020,Prince William,Male,1416,151,20
05/07/2020,Prince William,Not Reported,33,0,0
05/07/2020,Rappahannock,Female,350,45,2
05/07/2020,Rappahannock,Male,337,62,9
